Service,Destination,0-1kg,1-2kg,2-3kg,3-4kg,4-5kg,5-6kg,6-7kg,7-8kg,8-9kg,9-10kg,10-11kg,11-12kg,12-13kg,13-14kg,14-15kg,15-16kg,16-17kg,17-18kg,18-19kg,19-20kg,20-21kg,21-22kg,22-23kg,23-24kg,24-25kg,25-26kg,26-27kg,27-28kg,28-29kg,29-30kg,Surcharge per Additional kg after 30KG
GPA,Vanuatu,£23.77,£29.64,£35.51,£41.49,£47.41,£53.26,£59.08,£64.95,£70.77,£76.59,£82.43,£88.28,£94.12,£99.94,£105.76,£111.61,£117.45,£123.27,£129.09,£134.93,£140.78,£146.62,£152.47,£158.29,£164.11,£169.93,£175.77,£181.59,£187.44,£193.28,£16.53
GPA,Venezuela,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Vietnam,£23.77,£29.64,£35.51,£41.49,£47.41,£53.26,£59.08,£64.95,£70.77,£76.59,£82.43,£88.28,£94.12,£99.94,£105.76,£111.61,£117.45,£123.27,£129.09,£134.93,£140.78,£146.62,£152.47,£158.29,£164.11,£169.93,£175.77,£181.59,£187.44,£193.28,£16.53
GPA,British Virgin Islands,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Virgin Islands,£31.42,£41.07,£50.71,£60.46,£70.15,£79.77,£89.36,£99.01,£108.60,£118.19,£127.81,£137.43,£147.04,£156.63,£166.23,£175.84,£185.46,£195.05,£204.65,£214.26,£223.88,£233.50,£243.12,£252.71,£262.30,£271.89,£281.51,£291.10,£300.72,£310.34,£11.63
GPA,Wake Island,£27.61,£33.91,£40.20,£46.60,£52.95,£59.21,£65.46,£71.75,£77.99,£84.24,£90.50,£96.77,£103.04,£109.28,£115.53,£121.79,£128.06,£134.31,£140.55,£146.82,£153.09,£159.35,£165.62,£171.86,£178.11,£184.35,£190.62,£196.86,£203.13,£209.40,-
GPA,Wallis And Futuna,£23.77,£29.64,£35.51,£41.49,£47.41,£53.26,£59.08,£64.95,£70.77,£76.59,£82.43,£88.28,£94.12,£99.94,£105.76,£111.61,£117.45,£123.27,£129.09,£134.93,£140.78,£146.62,£152.47,£158.29,£164.11,£169.93,£175.77,£181.59,£187.44,£193.28,£16.53
GPA,Yemen,£27.11,£32.95,£38.80,£44.75,£50.64,£56.46,£62.25,£68.10,£73.89,£79.68,£85.50,£91.32,£97.14,£102.93,£108.72,£114.54,£120.36,£126.15,£131.94,£137.76,£143.58,£149.40,£155.22,£161.01,£166.80,£172.60,£178.41,£184.21,£190.02,£195.84,£8.90
GPA,Zambia,£26.19,£33.28,£40.37,£47.57,£54.71,£61.78,£68.81,£75.90,£82.94,£89.98,£97.05,£104.11,£111.18,£118.21,£125.25,£132.32,£139.38,£146.42,£153.46,£160.52,£167.59,£174.65,£181.72,£188.76,£195.79,£202.83,£209.90,£216.94,£224.00,£231.07,£10.00
GPA,Zimbabwe,£26.19,£33.28,£40.37,£47.57,£54.71,£61.78,£68.81,£75.90,£82.94,£89.98,£97.05,£104.11,£111.18,£118.21,£125.25,£132.32,£139.38,£146.42,£153.46,£160.52,£167.59,£174.65,£181.72,£188.76,£195.79,£202.83,£209.90,£216.94,£224.00,£231.07,£10.00
