service_code,service_name,carrier_service_code,service_register_code,features,zone_label,country_codes,min_weight,max_weight,zone_min_weight,zone_max_weight,max_length,max_width,max_height,rate,cost,zone_id,postal_codes,cities,active,currency,weight_unit,dimension_unit,transit_days,domicile,international,included_compensation,package_format_identifier,notes,meta_source_url,meta_effective_date,veryfy price,fuel_energy_surcharge_percentage,green_surcharge_amount,peak_surcharge_amount,peak_surcharge_start_date,peak_surcharge_end_date,signature_surcharge_amount,age_verification_surcharge_amount,id_verification_surcharge_amount,signature_surcharge_letter_amount,signature_surcharge_large_letter_amount,signature_surcharge_parcel_amount
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,1500,2000.001,600,600,600,15.10,15.10,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,0,250.001,600,600,600,12.75,12.75,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,250,500.001,600,600,600,13.70,13.70,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,500,750.001,600,600,600,14.25,14.25,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,750,1000.001,600,600,600,15.00,15.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,1000,1250.001,600,600,600,15.40,15.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,1250,1500.001,600,600,600,15.40,15.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Belgium,BE,0.001,2000,1500,2000.001,600,600,600,16.10,16.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,0,250.001,600,600,600,12.75,12.75,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,250,500.001,600,600,600,13.70,13.70,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,500,750.001,600,600,600,14.25,14.25,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,750,1000.001,600,600,600,15.00,15.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,1000,1250.001,600,600,600,15.40,15.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,1250,1500.001,600,600,600,15.40,15.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Italy,IT,0.001,2000,1500,2000.001,600,600,600,16.10,16.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,0,250.001,600,600,600,12.30,12.30,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,250,500.001,600,600,600,13.20,13.20,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,500,750.001,600,600,600,13.75,13.75,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,750,1000.001,600,600,600,13.95,13.95,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,1000,1250.001,600,600,600,14.35,14.35,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,1250,1500.001,600,600,600,14.35,14.35,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Netherlands,NL,0.001,2000,1500,2000.001,600,600,600,15.00,15.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,0,250.001,600,600,600,12.95,12.95,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,250,500.001,600,600,600,13.80,13.80,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,500,750.001,600,600,600,14.40,14.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,750,1000.001,600,600,600,15.10,15.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,1000,1250.001,600,600,600,15.55,15.55,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,1250,1500.001,600,600,600,15.55,15.55,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Poland,PL,0.001,2000,1500,2000.001,600,600,600,16.25,16.25,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Romania,RO,0.001,2000,0,250.001,600,600,600,17.25,17.25,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Romania,RO,0.001,2000,250,500.001,600,600,600,18.10,18.10,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Romania,RO,0.001,2000,500,750.001,600,600,600,18.70,18.70,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Romania,RO,0.001,2000,750,1000.001,600,600,600,19.40,19.40,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
