service_code,service_name,carrier_service_code,service_register_code,features,zone_label,country_codes,min_weight,max_weight,zone_min_weight,zone_max_weight,max_length,max_width,max_height,rate,cost,zone_id,postal_codes,cities,active,currency,weight_unit,dimension_unit,transit_days,domicile,international,included_compensation,package_format_identifier,notes,meta_source_url,meta_effective_date,veryfy price,fuel_energy_surcharge_percentage,green_surcharge_amount,peak_surcharge_amount,peak_surcharge_start_date,peak_surcharge_end_date,signature_surcharge_amount,age_verification_surcharge_amount,id_verification_surcharge_amount,signature_surcharge_letter_amount,signature_surcharge_large_letter_amount,signature_surcharge_parcel_amount
royal_mail_international_tracked_medium_parcel,International Tracked Heavier Medium Parcel,OTA,01,tracked:b2c:b2b,Rest of World Zone 2,PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,20000,15000,20000.001,610,460,460,184.70,184.70,world_zone_2,,,True,GBP,G,MM,7,False,True,50,mediumParcel,Royal Mail public online price for International Tracked Heavier medium parcels.  We have no contract rate also OTA is my placeholder certain zones need a specific code setting,https://www.royalmail.com/sending/international/international-tracked-signed-heavier,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,0,100.001,353,250,25,12.90,12.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,100,250.001,353,250,25,13.00,13.00,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,250,500.001,353,250,25,13.60,13.60,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 1,IE:FR:DE:DK:MC,0.001,750,500,750.001,353,250,25,14.00,14.00,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,0,100.001,353,250,25,12.90,12.90,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,100,250.001,353,250,25,13.00,13.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,250,500.001,353,250,25,13.60,13.60,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 2,AT:LV:PT:LT:ES:LU:BE:BG:MT:NL:HR:PL:CY:RO:CZ:SK:EE:SI:FI:GR:HU:SE:IT,0.001,750,500,750.001,353,250,25,14.00,14.00,europe_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,0,100.001,353,250,25,12.90,12.90,europe_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,100,250.001,353,250,25,13.00,13.00,europe_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,250,500.001,353,250,25,13.60,13.60,europe_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,Europe Zone 3,AL:MD:AD:ME:AM:MK:AZ:NO:SJ:BY:RU:BA:SM:FO:RS:GE:CH:GI:TJ:GL:TR:IS:TM:KZ:UA:XK:UZ:KG:VA:LI,0.001,750,500,750.001,353,250,25,14.00,14.00,europe_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 1,,0.001,750,0,100.001,353,250,25,14.85,14.85,world_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 1,,0.001,750,100,250.001,353,250,25,15.65,15.65,world_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 1,,0.001,750,250,500.001,353,250,25,17.70,17.70,world_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 1,,0.001,750,500,750.001,353,250,25,20.95,20.95,world_zone_1,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,0,100.001,353,250,25,14.40,14.40,world_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,100,250.001,353,250,25,16.35,16.35,world_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,250,500.001,353,250,25,18.75,18.75,world_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 2,AU:PW:IO:CX:CC:CK:FJ:PF:TF:KI:MO:NR:NC:NZ:AQ:NU:NF:BV:PG:LA:PN:SG:SB:TK:TO:TV:AS:WS,0.001,750,500,750.001,353,250,25,23.05,23.05,world_zone_2,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 3,US,0.001,750,0,100.001,353,250,25,14.00,14.00,world_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 3,US,0.001,750,100,250.001,353,250,25,15.15,15.15,world_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 3,US,0.001,750,250,500.001,353,250,25,17.30,17.30,world_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_large_letter,International Tracked Extra Compensation Large Letter,OTB,01,tracked:b2c:b2b:extra_compensation,World Zone 3,US,0.001,750,500,750.001,353,250,25,19.75,19.75,world_zone_3,,,True,GBP,G,MM,7,False,True,250,largeLetter,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.07,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,0,250.001,600,600,600,13.00,13.00,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,250,500.001,600,600,600,13.95,13.95,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,500,750.001,600,600,600,14.20,14.20,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,750,1000.001,600,600,600,14.25,14.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,1000,1250.001,600,600,600,14.25,14.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,1250,1500.001,600,600,600,14.25,14.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,France,FR,0.001,2000,1500,2000.001,600,600,600,14.25,14.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,0,250.001,600,600,600,11.25,11.25,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,250,500.001,600,600,600,12.50,12.50,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,500,750.001,600,600,600,13.05,13.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,750,1000.001,600,600,600,13.05,13.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,1000,1250.001,600,600,600,13.05,13.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,1250,1500.001,600,600,600,13.05,13.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Germany,DE,0.001,2000,1500,2000.001,600,600,600,13.05,13.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,0,250.001,600,600,600,11.90,11.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,250,500.001,600,600,600,11.90,11.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,500,750.001,600,600,600,11.90,11.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,750,1000.001,600,600,600,11.90,11.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,1000,1250.001,600,600,600,13.40,13.40,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,1250,1500.001,600,600,600,13.40,13.40,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Ireland,IE,0.001,2000,1500,2000.001,600,600,600,13.40,13.40,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,0,250.001,600,600,600,12.05,12.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,250,500.001,600,600,600,13.15,13.15,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,500,750.001,600,600,600,13.80,13.80,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,750,1000.001,600,600,600,14.05,14.05,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,1000,1250.001,600,600,600,14.90,14.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
royal_mail_international_tracked_extra_compensation_small_parcel,International Tracked Extra Compensation Small Parcel,OTB,01,tracked:b2c:b2b:extra_compensation,Rest of Europe Zone 1,DK:MC,0.001,2000,1250,1500.001,600,600,600,14.90,14.90,europe_zone_1,,,True,GBP,G,MM,7,False,True,250,smallParcel,Royal Mail public online Click & Drop rate; no discounts on account/contract terms,https://www.royalmail.com/sending/international/international-tracked,2026-04-07,verified public online price 2026-05-15,12,,0.12,2026-11-17,2027-01-09,,,,,,
